user_id,product_id,interaction_type,timestamp
869,22,purchase,2024-01-01 00:00:00
368,463,view,2024-01-01 01:00:00
429,269,view,2024-01-01 02:00:00
830,412,view,2024-01-01 03:00:00
807,161,add_to_cart,2024-01-01 04:00:00
480,107,view,2024-01-01 05:00:00
314,279,view,2024-01-01 06:00:00
500,353,view,2024-01-01 07:00:00
721,235,add_to_cart,2024-01-01 08:00:00
355,18,view,2024-01-01 09:00:00
485,242,view,2024-01-01 10:00:00
211,117,add_to_cart,2024-01-01 11:00:00
704,286,view,2024-01-01 12:00:00
44,282,add_to_cart,2024-01-01 13:00:00
541,144,view,2024-01-01 14:00:00
571,205,add_to_cart,2024-01-01 15:00:00
583,39,add_to_cart,2024-01-01 16:00:00
92,417,view,2024-01-01 17:00:00
265,154,add_to_cart,2024-01-01 18:00:00
895,176,view,2024-01-01 19:00:00
220,449,purchase,2024-01-01 20:00:00
902,241,view,2024-01-01 21:00:00
925,422,add_to_cart,2024-01-01 22:00:00
442,386,view,2024-01-01 23:00:00
401,369,purchase,2024-01-02 00:00:00
400,134,view,2024-01-02 01:00:00
727,46,purchase,2024-01-02 02:00:00
991,50,purchase,2024-01-02 03:00:00
899,166,view,2024-01-02 04:00:00
789,106,add_to_cart,2024-01-02 05:00:00
576,216,purchase,2024-01-02 06:00:00
858,146,view,2024-01-02 07:00:00
804,411,view,2024-01-02 08:00:00
490,425,view,2024-01-02 09:00:00
485,72,view,2024-01-02 10:00:00
757,476,view,2024-01-02 11:00:00
470,330,view,2024-01-02 12:00:00
574,273,view,2024-01-02 13:00:00
938,247,view,2024-01-02 14:00:00
844,446,view,2024-01-02 15:00:00
682,413,add_to_cart,2024-01-02 16:00:00
445,186,add_to_cart,2024-01-02 17:00:00
269,70,view,2024-01-02 18:00:00
267,462,add_to_cart,2024-01-02 19:00:00
54,150,add_to_cart,2024-01-02 20:00:00
528,246,purchase,2024-01-02 21:00:00
520,262,view,2024-01-02 22:00:00
616,26,view,2024-01-02 23:00:00
59,423,purchase,2024-01-03 00:00:00
825,140,purchase,2024-01-03 01:00:00
40,99,add_to_cart,2024-01-03 02:00:00
237,398,add_to_cart,2024-01-03 03:00:00
955,278,view,2024-01-03 04:00:00
386,51,view,2024-01-03 05:00:00
606,151,view,2024-01-03 06:00:00
734,432,view,2024-01-03 07:00:00
716,455,add_to_cart,2024-01-03 08:00:00
650,104,view,2024-01-03 09:00:00
300,434,view,2024-01-03 10:00:00
395,89,purchase,2024-01-03 11:00:00
207,141,view,2024-01-03 12:00:00
336,213,purchase,2024-01-03 13:00:00
593,233,purchase,2024-01-03 14:00:00
730,394,view,2024-01-03 15:00:00
514,183,view,2024-01-03 16:00:00
178,251,view,2024-01-03 17:00:00
396,9,view,2024-01-03 18:00:00
371,79,view,2024-01-03 19:00:00
858,52,view,2024-01-03 20:00:00
791,386,purchase,2024-01-03 21:00:00
658,409,view,2024-01-03 22:00:00
318,269,add_to_cart,2024-01-03 23:00:00
736,226,view,2024-01-04 00:00:00
369,51,view,2024-01-04 01:00:00
384,186,purchase,2024-01-04 02:00:00
62,34,view,2024-01-04 03:00:00
806,291,view,2024-01-04 04:00:00
505,230,add_to_cart,2024-01-04 05:00:00
239,131,add_to_cart,2024-01-04 06:00:00
195,490,add_to_cart,2024-01-04 07:00:00
678,120,view,2024-01-04 08:00:00
963,443,view,2024-01-04 09:00:00
222,326,purchase,2024-01-04 10:00:00
61,247,purchase,2024-01-04 11:00:00
129,432,view,2024-01-04 12:00:00
990,192,add_to_cart,2024-01-04 13:00:00
685,497,view,2024-01-04 14:00:00
992,403,view,2024-01-04 15:00:00
156,323,view,2024-01-04 16:00:00
917,210,view,2024-01-04 17:00:00
378,103,view,2024-01-04 18:00:00
622,329,view,2024-01-04 19:00:00
781,372,view,2024-01-04 20:00:00
923,460,add_to_cart,2024-01-04 21:00:00
868,133,add_to_cart,2024-01-04 22:00:00
903,323,add_to_cart,2024-01-04 23:00:00
790,139,purchase,2024-01-05 00:00:00
586,121,view,2024-01-05 01:00:00
999,94,view,2024-01-05 02:00:00
437,452,add_to_cart,2024-01-05 03:00:00
975,453,view,2024-01-05 04:00:00
207,129,view,2024-01-05 05:00:00
388,91,view,2024-01-05 06:00:00
480,92,add_to_cart,2024-01-05 07:00:00
791,63,view,2024-01-05 08:00:00
887,29,add_to_cart,2024-01-05 09:00:00
838,210,view,2024-01-05 10:00:00
984,12,add_to_cart,2024-01-05 11:00:00
340,333,add_to_cart,2024-01-05 12:00:00
869,297,add_to_cart,2024-01-05 13:00:00
340,130,view,2024-01-05 14:00:00
204,293,view,2024-01-05 15:00:00
161,173,add_to_cart,2024-01-05 16:00:00
540,208,view,2024-01-05 17:00:00
392,432,view,2024-01-05 18:00:00
769,24,view,2024-01-05 19:00:00
677,99,purchase,2024-01-05 20:00:00
575,406,view,2024-01-05 21:00:00
534,356,add_to_cart,2024-01-05 22:00:00
70,139,view,2024-01-05 23:00:00
893,314,view,2024-01-06 00:00:00
405,174,add_to_cart,2024-01-06 01:00:00
608,29,view,2024-01-06 02:00:00
675,419,view,2024-01-06 03:00:00
591,496,add_to_cart,2024-01-06 04:00:00
517,143,add_to_cart,2024-01-06 05:00:00
828,316,view,2024-01-06 06:00:00
120,351,add_to_cart,2024-01-06 07:00:00
814,42,add_to_cart,2024-01-06 08:00:00
690,489,add_to_cart,2024-01-06 09:00:00
688,299,view,2024-01-06 10:00:00
902,208,view,2024-01-06 11:00:00
217,330,purchase,2024-01-06 12:00:00
56,433,add_to_cart,2024-01-06 13:00:00
366,192,view,2024-01-06 14:00:00
699,160,view,2024-01-06 15:00:00
504,64,view,2024-01-06 16:00:00
744,243,view,2024-01-06 17:00:00
767,258,view,2024-01-06 18:00:00
925,152,view,2024-01-06 19:00:00
455,215,add_to_cart,2024-01-06 20:00:00
104,322,view,2024-01-06 21:00:00
77,166,add_to_cart,2024-01-06 22:00:00
230,31,view,2024-01-06 23:00:00
914,371,view,2024-01-07 00:00:00
258,232,view,2024-01-07 01:00:00
264,282,view,2024-01-07 02:00:00
331,29,add_to_cart,2024-01-07 03:00:00
993,195,add_to_cart,2024-01-07 04:00:00
182,334,view,2024-01-07 05:00:00
893,256,view,2024-01-07 06:00:00
768,281,view,2024-01-07 07:00:00
550,304,add_to_cart,2024-01-07 08:00:00
688,321,add_to_cart,2024-01-07 09:00:00
27,437,view,2024-01-07 10:00:00
276,323,add_to_cart,2024-01-07 11:00:00
652,346,add_to_cart,2024-01-07 12:00:00
299,402,view,2024-01-07 13:00:00
957,393,view,2024-01-07 14:00:00
799,294,purchase,2024-01-07 15:00:00
91,87,add_to_cart,2024-01-07 16:00:00
480,149,view,2024-01-07 17:00:00
573,249,view,2024-01-07 18:00:00
458,321,view,2024-01-07 19:00:00
451,405,view,2024-01-07 20:00:00
365,283,add_to_cart,2024-01-07 21:00:00
859,362,view,2024-01-07 22:00:00
675,379,add_to_cart,2024-01-07 23:00:00
351,198,add_to_cart,2024-01-08 00:00:00
655,44,view,2024-01-08 01:00:00
400,356,view,2024-01-08 02:00:00
253,28,view,2024-01-08 03:00:00
781,429,add_to_cart,2024-01-08 04:00:00
881,17,view,2024-01-08 05:00:00
803,127,add_to_cart,2024-01-08 06:00:00
459,379,add_to_cart,2024-01-08 07:00:00
699,168,view,2024-01-08 08:00:00
917,244,purchase,2024-01-08 09:00:00
499,387,purchase,2024-01-08 10:00:00
950,76,view,2024-01-08 11:00:00
971,231,view,2024-01-08 12:00:00
926,204,purchase,2024-01-08 13:00:00
508,450,purchase,2024-01-08 14:00:00
304,248,view,2024-01-08 15:00:00
501,302,view,2024-01-08 16:00:00
803,214,view,2024-01-08 17:00:00
598,215,purchase,2024-01-08 18:00:00
166,158,view,2024-01-08 19:00:00
415,69,view,2024-01-08 20:00:00
462,393,add_to_cart,2024-01-08 21:00:00
920,85,view,2024-01-08 22:00:00
114,267,add_to_cart,2024-01-08 23:00:00
433,69,view,2024-01-09 00:00:00
992,99,add_to_cart,2024-01-09 01:00:00
356,347,view,2024-01-09 02:00:00
928,497,add_to_cart,2024-01-09 03:00:00
695,450,add_to_cart,2024-01-09 04:00:00
207,216,view,2024-01-09 05:00:00
768,415,view,2024-01-09 06:00:00
235,161,view,2024-01-09 07:00:00
442,423,view,2024-01-09 08:00:00
355,94,add_to_cart,2024-01-09 09:00:00
515,174,add_to_cart,2024-01-09 10:00:00
208,165,view,2024-01-09 11:00:00
709,115,add_to_cart,2024-01-09 12:00:00
853,220,add_to_cart,2024-01-09 13:00:00
125,444,add_to_cart,2024-01-09 14:00:00
138,31,view,2024-01-09 15:00:00
339,11,view,2024-01-09 16:00:00
537,343,view,2024-01-09 17:00:00
68,377,view,2024-01-09 18:00:00
573,130,view,2024-01-09 19:00:00
541,488,view,2024-01-09 20:00:00
383,105,view,2024-01-09 21:00:00
19,27,add_to_cart,2024-01-09 22:00:00
683,227,view,2024-01-09 23:00:00
450,2,view,2024-01-10 00:00:00
74,359,view,2024-01-10 01:00:00
573,101,view,2024-01-10 02:00:00
939,21,view,2024-01-10 03:00:00
665,58,view,2024-01-10 04:00:00
276,389,view,2024-01-10 05:00:00
48,180,view,2024-01-10 06:00:00
211,429,view,2024-01-10 07:00:00
855,341,view,2024-01-10 08:00:00
920,349,add_to_cart,2024-01-10 09:00:00
651,20,view,2024-01-10 10:00:00
622,255,view,2024-01-10 11:00:00
994,317,view,2024-01-10 12:00:00
695,38,view,2024-01-10 13:00:00
540,148,view,2024-01-10 14:00:00
709,498,view,2024-01-10 15:00:00
191,25,add_to_cart,2024-01-10 16:00:00
315,386,view,2024-01-10 17:00:00
901,121,view,2024-01-10 18:00:00
563,416,add_to_cart,2024-01-10 19:00:00
661,26,purchase,2024-01-10 20:00:00
780,454,view,2024-01-10 21:00:00
562,169,view,2024-01-10 22:00:00
900,323,view,2024-01-10 23:00:00
758,225,view,2024-01-11 00:00:00
113,1,view,2024-01-11 01:00:00
170,307,view,2024-01-11 02:00:00
468,261,add_to_cart,2024-01-11 03:00:00
678,13,view,2024-01-11 04:00:00
921,403,view,2024-01-11 05:00:00
14,396,view,2024-01-11 06:00:00
715,48,add_to_cart,2024-01-11 07:00:00
288,409,view,2024-01-11 08:00:00
907,313,add_to_cart,2024-01-11 09:00:00
189,371,view,2024-01-11 10:00:00
914,291,view,2024-01-11 11:00:00
155,332,view,2024-01-11 12:00:00
567,94,view,2024-01-11 13:00:00
694,261,view,2024-01-11 14:00:00
722,482,view,2024-01-11 15:00:00
888,278,view,2024-01-11 16:00:00
471,359,add_to_cart,2024-01-11 17:00:00
75,205,view,2024-01-11 18:00:00
277,185,view,2024-01-11 19:00:00
940,175,view,2024-01-11 20:00:00
645,438,add_to_cart,2024-01-11 21:00:00
343,387,purchase,2024-01-11 22:00:00
425,380,view,2024-01-11 23:00:00
571,309,view,2024-01-12 00:00:00
511,468,view,2024-01-12 01:00:00
857,415,purchase,2024-01-12 02:00:00
182,69,add_to_cart,2024-01-12 03:00:00
458,472,view,2024-01-12 04:00:00
918,104,view,2024-01-12 05:00:00
851,246,view,2024-01-12 06:00:00
833,161,view,2024-01-12 07:00:00
64,200,add_to_cart,2024-01-12 08:00:00
839,216,view,2024-01-12 09:00:00
260,434,view,2024-01-12 10:00:00
193,212,add_to_cart,2024-01-12 11:00:00
655,16,add_to_cart,2024-01-12 12:00:00
616,498,view,2024-01-12 13:00:00
972,372,add_to_cart,2024-01-12 14:00:00
406,332,view,2024-01-12 15:00:00
726,205,add_to_cart,2024-01-12 16:00:00
754,365,add_to_cart,2024-01-12 17:00:00
943,490,view,2024-01-12 18:00:00
721,39,add_to_cart,2024-01-12 19:00:00
93,89,add_to_cart,2024-01-12 20:00:00
430,430,view,2024-01-12 21:00:00
654,256,view,2024-01-12 22:00:00
434,480,add_to_cart,2024-01-12 23:00:00
404,254,view,2024-01-13 00:00:00
434,216,view,2024-01-13 01:00:00
112,368,add_to_cart,2024-01-13 02:00:00
929,303,add_to_cart,2024-01-13 03:00:00
375,172,view,2024-01-13 04:00:00
59,137,view,2024-01-13 05:00:00
